transaction_id,customer_id,transaction_amount,transaction_timestamp,merchant_id,merchant_category,location,device_id,payment_method,is_fraud
TX0083513,C002244,133.23,2025-05-11 14:50:26,M00772,healthcare,Bengaluru,D000919,net_banking,0
TX0097982,C000084,"₹3,739.46",03/01/25 14:35,M00590,utilities,Pune,D001288,upi,1
TX0086133,C000539,1125.69,17/02/25 15:43,M00747,electronics,Chandigarh,D000531,credit_card,0
TX0028270,C000789,264.25,2025-03-09 07:04:30,M00088,fuel,Hyderabad,D001051,net_banking,0
TX0072082,C000037,"₹1,527.76",17 May 2025 14:56,M00561,entertainment,Delhi,D000532,upi,0
TX0018099,C001343, 1029.89 ,2025-06-12 11:45:22,M00016,healthcare,Mumbai,D000477,upi,0
TX0000818,C002109,$174,05 Jan 2025 06:40,M00423,grocery,Hyderabad,D001306,upi,0
TX0068719,C001200,$345,2025-04-15 15:14:01,M00553,entertainment,Pune,D000158,wallet,0
TX0072845,C001739, 227.14 ,01/05/25 06:52,M00603,fuel,Hyderabad,D001232,wallet,0
TX0028088,C002450,"$1,610",2025-03-01 12:11:59,M00586,utilities,Pune,D001034,debit_card,0
TX0063169,C001124,₹357.26,2025-06-09 12:26:58,M00391,grocery,Hyderabad,D000855,wallet,0
TX0003704,C001927, 121.05 ,05 Jul 2025 16:57,M00791,travel,Ahmedabad,D000077,upi,0
TX0054049,C000003, 995.87 ,2025-04-01 19:56:39,M00303,electronics,Kochi,D000241,upi,0
TX0073775,C000413,1265.46,14/01/25 00:02,M00060,restaurant,Chennai,D000736,wallet,0
TX0097335,C000226, 2688.52 ,19/07/25 16:42,M00104,jewelry,Mumbai,D001601,debit_card,0
TX0064595,C001152,₹381.04,06-19-2025 16:18:57,M00164,jewelry,Chandigarh,D001479,net_banking,0
TX0033682,C000191,"₹2,582.03",26/03/25 09:52,M00199,grocery,Hyderabad,D000804,credit_card,0
TX0086544,C002334,1358.03,2025-07-14 07:56:50,M00504,jewelry,Delhi,D001004,credit_card,0
TX0019378,C001171,₹336.67,26/01/25 07:37,M00706,entertainment,Jaipur,D001465,debit_card,0
TX0032700,C000506,$705,2025-06-14 18:41:56,M00240,utilities,Bengaluru,D001437,net_banking,0
TX0061927,C000571, 136.37 ,2025-07-09 09:52:13,M00278,grocery,Kolkata,D000539,net_banking,0
TX0014076,C000219,$177,2025-05-12 16:36:40,M00603,fuel,Delhi,D000329,debit_card,0
TX0030243,C002031,₹60.49,06-14-2025 11:24:52,M00739,utilities,Chennai,D000704,debit_card,0
TX0010996,C001206,177.45,2025-06-01 21:41:56,M00660,online_retail,Bengaluru,D001527,wallet,0
TX0036547,C000093,₹345.83,2025-07-28 21:47:55,M00203,electronics,Chennai,D000019,net_banking,0
TX0045654,C001315,399.79,06-14-2025 20:29:40,M00236,restaurant,Ahmedabad,D000412,wallet,0
TX0093130,C001475, 94.99 ,17 Feb 2025 01:03,M00782,electronics,Hyderabad,D001408,wallet,0
TX0017222,C001914,₹642.28,05-20-2025 17:19:39,M00246,entertainment,Pune,D000459,wallet,0
TX0071827,C001369,"₹1,627.74",2025-03-27 07:22:53,M00507,restaurant,Ahmedabad,D001240,upi,0
TX0002545,C002154,$435,17/06/25 06:25,M00680,jewelry,Chandigarh,D000179,net_banking,0
TX0048161,C001390,₹488.29,02-05-2025 17:38:26,M00374,utilities,Kolkata,D000483,upi,0
TX0036183,C000363,₹233.04,01-27-2025 11:13:14,M00643,restaurant,Pune,D000317,wallet,0
TX0033328,C001164,"₹1,047.73",25/01/25 15:06,M00307,healthcare,Pune,D001301,credit_card,0
TX0058147,C001683,₹216.12,13 May 2025 16:27,M00041,jewelry,Hyderabad,D001008,debit_card,0
TX0059831,C002459,902.29,01-07-2025 10:05:25,M00722,entertainment,Mumbai,D001186,debit_card,0
TX0080584,C001584,266.78,07 Jul 2025 10:57,M00094,entertainment,Kolkata,D000675,wallet,0
TX0001455,C002432, 603.94 ,2025-05-04 13:17:21,M00796,fuel,Pune,D000045,net_banking,0
TX0026760,C002033,₹33.78,30/06/25 09:26,M00819,travel,Lucknow,D001083,wallet,0
TX0008429,C000127,"₹1,040.99",2025-04-10 22:00:33,M00387,travel,Chennai,D000269,debit_card,0
TX0071954,C001648,631.82,06-19-2025 18:15:35,M00292,jewelry,Jaipur,D001135,debit_card,0
TX0007980,C001830,170.27,20/02/25 22:03,M00084,restaurant,Kochi,D000840,net_banking,0
TX0075185,C000236,384.54,01/01/25 13:27,M00023,restaurant,Pune,D001563,net_banking,0
TX0014883,C000881, 90.09 ,2025-05-07 20:27:32,M00152,healthcare,Ahmedabad,D001013,wallet,0
TX0056316,C001024,₹693.12,04-27-2025 18:00:14,M00133,electronics,Lucknow,D000477,wallet,0
TX0015637,C002495,₹282.15,05-28-2025 22:29:38,M00770,online_retail,Kolkata,D001444,upi,0
TX0090952,C001281,1148.52,03-18-2025 19:20:22,M00457,grocery,Kochi,D000788,net_banking,0
TX0027058,C002211,₹236.67,03-23-2025 11:30:13,M00330,travel,Kochi,D001319,credit_card,0
TX0094534,C000177, 259.23 ,27/03/25 06:04,M00729,online_retail,Hyderabad,D001513,debit_card,0
TX0024440,C001856,175.01,20/07/25 18:47,M00186,healthcare,Chennai,D001165,upi,0
TX0047800,C002434,₹771.39,21 Jan 2025 18:11,M00630,entertainment,Kolkata,D000818,upi,0
TX0020856,C000535,"₹1,013.31",06-26-2025 15:45:50,M00813,utilities,Kolkata,D000710,wallet,0
TX0044997,C000288,$45,2025-06-12 16:04:10,M00616,utilities,Chandigarh,D000472,net_banking,0
TX0004509,C001346,₹503.62,2025-01-24 15:35:17,M00446,online_retail,Mumbai,D000316,net_banking,0
TX0079965,C001870,₹932.77,24/03/25 06:55,M00124,entertainment,Jaipur,D000310,upi,0
TX0023034,C001298, 810.07 ,2025-03-17 10:26:46,M00113,electronics,Chennai,D001240,upi,0
TX0023007,C000694,$894,12 Feb 2025 10:09,M00686,utilities,Chandigarh,D000822,debit_card,0
TX0096480,C000165,₹210.89,2025-06-08 20:25:18,M00133,electronics,Pune,D001234,upi,0
TX0078381,C001265,$729,18/02/25 06:18,M00558,entertainment,Chennai,D000545,debit_card,0
TX0091187,C000035,84.22,11 May 2025 21:53,M00417,restaurant,Mumbai,D000790,credit_card,0
TX0023026,C002334,158.95,2025-02-21 10:54:19,M00713,fuel,Chennai,D001098,debit_card,0
TX0031625,C001426,246.31,09 Feb 2025 12:41,M00296,electronics,Pune,D001124,upi,0
TX0022652,C002311,₹158.05,05-28-2025 15:10:57,M00360,entertainment,Hyderabad,D001191,credit_card,0
TX0053043,C001455,₹179.49,2025-03-24 14:12:14,M00190,restaurant,Ahmedabad,D001519,net_banking,0
TX0040829,C000719,149.61,2025-07-23 10:05:37,M00824,electronics,Lucknow,D000866,upi,0
TX0092783,C000879,₹146.43,30/04/25 14:28,M00027,grocery,Lucknow,D001615,wallet,0
TX0093442,C001619,"₹3,021.26",20 Jul 2025 23:05,M00795,healthcare,Chennai,D001468,upi,0
TX0012128,C001895,₹592.17,28/04/25 12:47,M00159,online_retail,Kolkata,D000980,debit_card,0
TX0096919,C001449, 156.56 ,08/07/25 12:47,M00537,electronics,Kolkata,D001098,wallet,0
TX0012430,C002125,₹116.37,22/05/25 21:37,M00735,healthcare,Mumbai,D001652,net_banking,0
TX0090015,C001374,₹521.67,01-10-2025 22:10:23,M00751,restaurant,Ahmedabad,D000699,wallet,0
TX0074744,C000836,$615,2025-01-18 12:37:53,M00671,jewelry,Chandigarh,D001080,credit_card,0
TX0086128,C000754,$431,02/05/25 22:16,M00426,online_retail,Ahmedabad,D000898,debit_card,0
TX0082413,C001554,335.38,2025-05-20 19:32:27,M00139,fuel,Kolkata,D001539,upi,0
TX0056204,C000165,242.39,2025-07-13 07:53:26,M00380,healthcare,Bengaluru,D000282,wallet,0
TX0052496,C000763,₹740.21,03-24-2025 11:41:31,M00130,healthcare,Kochi,D000584,upi,0
TX0029674,C000321,$802,2025-07-18 23:29:10,M00183,utilities,Bengaluru,D001512,net_banking,0
TX0068529,C001846,₹91.43,2025-04-27 09:00:04,M00101,healthcare,Chandigarh,D000266,upi,0
TX0037591,C002054,506.14,2025-04-05 13:48:28,M00245,electronics,Kochi,D001360,net_banking,0
TX0047628,C001069,577.60,2025-01-07 06:03:16,M00294,restaurant,Lucknow,D000092,credit_card,0
TX0098807,C002103,"₹2,168.92",2025-07-04 21:29:02,M00372,entertainment,Kolkata,D000021,credit_card,0
TX0073405,C000045,139.03,01-09-2025 10:18:32,M00755,entertainment,Hyderabad,D000960,credit_card,0
TX0030103,C000328,1464.85,07-27-2025 16:52:10,M00439,jewelry,Hyderabad,D001264,debit_card,0
TX0021950,C000860,₹145.78,05-02-2025 20:47:53,M00287,grocery,Kolkata,D000332,debit_card,0
TX0052824,C002401,564.68,07/03/25 06:59,M00338,healthcare,Jaipur,D000729,upi,0
TX0064310,C000180,₹236.58,01-31-2025 14:42:49,M00664,electronics,Bengaluru,D000503,wallet,0
TX0055453,C000884,₹200.83,21/04/25 06:06,M00361,fuel,Ahmedabad,D001581,net_banking,0
TX0014024,C002384,₹620.45,07/01/25 21:53,M00265,fuel,Kochi,D000085,credit_card,0
TX0030043,C001471,476.08,29/01/25 16:43,M00803,entertainment,Hyderabad,D000143,debit_card,0
TX0094463,C000069,393.49,19/04/25 08:13,M00765,fuel,Kochi,D000501,wallet,0
TX0045205,C001263,$330,04-16-2025 10:05:30,M00544,online_retail,Chennai,D001611,upi,0
TX0073583,C000397,$167,2025-05-03 07:41:45,M00805,entertainment,Hyderabad,D000896,credit_card,0
TX0068937,C000169,₹93.05,2025-04-30 18:35:26,M00089,electronics,Jaipur,D001112,credit_card,0
TX0061450,C001432,$528,04 Mar 2025 07:57,M00093,restaurant,Hyderabad,D000777,upi,0
TX0026683,C001828,"₹3,674.51",2025-07-07 19:21:01,M00572,restaurant,Mumbai,D001153,net_banking,0
TX0082840,C001463,383.41,2025-03-17 19:11:28,M00106,jewelry,Kolkata,D001154,credit_card,0
TX0023111,C000330,₹302.56,03/06/25 06:34,M00268,utilities,Kochi,D000700,debit_card,0
TX0027379,C002049, 264.02 ,06-30-2025 21:11:25,M00406,travel,Mumbai,D000779,debit_card,0
TX0014333,C000740,301.62,02 Apr 2025 11:10,M00335,fuel,Pune,D001199,debit_card,0
TX0096502,C000379,439.55,2025-03-04 11:13:56,M00769,restaurant,Chandigarh,D000160,credit_card,0
TX0082568,C000470,₹728.17,01/03/25 17:39,M00654,entertainment,Mumbai,D000871,debit_card,0
TX0070904,C000534,₹299.63,05-04-2025 09:06:38,M00439,jewelry,Jaipur,D001195,debit_card,0
TX0035886,C001935,₹525.55,07 Feb 2025 12:26,M00119,jewelry,Chandigarh,D000424,net_banking,0
TX0044763,C001714,246.61,01-25-2025 18:03:52,M00147,restaurant,Kochi,D001455,wallet,0
TX0055521,C001472,"₹1,197.89",2025-01-21 07:51:16,M00719,utilities,Jaipur,D000922,credit_card,0
TX0042675,C001072,1413.09,01-14-2025 08:43:08,M00338,healthcare,Chandigarh,D000546,credit_card,0
TX0026003,C000233,519.75,2025-03-01 21:00:57,M00098,fuel,Ahmedabad,D001046,credit_card,0
TX0086080,C001390,321.46,20 Feb 2025 02:11,M00046,electronics,Bengaluru,D000332,wallet,0
TX0099556,C001046,171.29,27/05/25 14:20,M00092,online_retail,Chandigarh,D001320,net_banking,0
TX0074593,C002095,₹363.64,2025-05-10 09:52:43,M00776,entertainment,Chandigarh,D000491,wallet,0
TX0011654,C000464,132.55,2025-03-03 11:13:13,M00153,grocery,Hyderabad,D001078,wallet,0
TX0090637,C000065,₹351.73,2025-07-29 10:58:21,M00110,travel,Bengaluru,D000911,net_banking,0
TX0022402,C000853,₹273.00,22/04/25 13:36,M00394,restaurant,Chandigarh,D000923,net_banking,0
TX0039859,C001988,738.11,2025-07-06 12:43:32,M00344,fuel,Jaipur,D000820,net_banking,0
TX0081680,C001752,1346.95,03/05/25 13:26,M00312,restaurant,Lucknow,D000175,credit_card,0
TX0059215,C001663,₹699.63,2025-05-26 18:06:21,M00364,utilities,Pune,D001037,wallet,0
TX0032255,C000274,$124,10 Apr 2025 10:33,M00561,entertainment,Hyderabad,D000020,upi,0
TX0051680,C001753,730.22,19/04/25 13:35,M00280,grocery,Pune,D000931,wallet,0
TX0094190,C000984,643.92,2025-01-05 17:46:22,M00053,jewelry,Chennai,D000914,credit_card,0
TX0017747,C001303,₹171.80,2025-07-10 22:03:17,M00408,utilities,Kochi,D001466,credit_card,0
TX0083479,C000481,625.94,2025-04-21 15:45:48,M00706,entertainment,Chandigarh,D000655,upi,0
TX0052164,C001066,1260.87,2025-04-02 11:39:12,M00354,jewelry,Pune,D000724,net_banking,0
TX0023986,C000763,$458,2025-07-16 06:14:52,M00818,travel,Hyderabad,D001503,net_banking,0
TX0039801,C001000,$657,2025-05-02 19:58:21,M00786,online_retail,Delhi,D000247,wallet,0
TX0009402,C001380,469.40,28 Jan 2025 10:46,M00668,jewelry,Lucknow,D001120,credit_card,0
TX0078487,C001797,$329,2025-01-22 22:00:50,M00757,healthcare,Kolkata,D001124,wallet,0
TX0099195,C001838,$455,10 Jul 2025 11:59,M00591,entertainment,Pune,D000165,credit_card,0
TX0040714,C002181,$763,04-16-2025 10:17:44,M00403,travel,Hyderabad,D000362,credit_card,0
TX0068444,C001572,1150.64,01/07/25 07:03,M00733,healthcare,Jaipur,D001313,upi,0
TX0019691,C000044,311.03,06-22-2025 06:24:25,M00082,online_retail,Kochi,D000945,net_banking,0
TX0018800,C001639,₹938.97,2025-06-01 11:54:06,M00679,fuel,Pune,D000508,wallet,0
TX0015896,C002034,387.98,28/03/25 19:12,M00348,electronics,Lucknow,D001096,net_banking,0
TX0002767,C000782,1545.58,28/04/25 09:22,M00623,entertainment,Delhi,D000039,credit_card,0
TX0007609,C001752,₹544.74,2025-05-07 19:27:47,M00530,restaurant,Ahmedabad,D000974,debit_card,0
TX0095080,C002033,₹210.52,2025-02-20 07:44:40,M00637,electronics,Kolkata,D000512,net_banking,0
TX0029643,C002013,$588,05-09-2025 16:05:15,M00461,online_retail,Hyderabad,D001636,net_banking,0
TX0046322,C001166,1332.86,07/07/25 11:39,M00239,travel,Bengaluru,D000015,upi,0
TX0038279,C001761,$716,03-08-2025 14:12:17,M00773,travel,Chandigarh,D000052,net_banking,0
TX0079112,C001930, 253.02 ,2025-03-11 12:50:47,M00666,fuel,Mumbai,D000082,upi,0
TX0095455,C000420,₹101.74,2025-06-13 13:21:34,M00284,healthcare,Kochi,D000301,debit_card,0
TX0084004,,$452,06-09-2025 10:47:25,M00010,utilities,Delhi,D000684,upi,0
TX0049106,C000471,₹446.86,2025-04-24 20:48:09,M00086,online_retail,Kolkata,D001281,credit_card,0
TX0073230,C001066,433.89,2025-01-12 06:04:29,M00064,entertainment,Delhi,D000174,upi,0
TX0087255,C002166,₹804.77,2025-03-30 11:54:02,M00727,online_retail,Bengaluru,D001122,credit_card,0
TX0023955,C001251,295.02,03 Jan 2025 19:07,M00655,electronics,Kochi,D001482,net_banking,0
TX0080317,C001933,59.35,2025-02-19 14:52:04,M00664,electronics,Ahmedabad,D001029,net_banking,0
TX0034584,C000009,$195,2025-03-28 12:42:42,M00553,entertainment,Mumbai,D001308,net_banking,0
TX0002804,C000248, 122.0 ,06-17-2025 13:53:45,M00009,jewelry,Hyderabad,D000635,net_banking,0
TX0000076,C002160,₹861.01,05/02/25 12:55,M00428,electronics,Jaipur,D001640,upi,0
TX0035998,C000095,463.70,2025-01-06 12:15:02,M00377,electronics,Chandigarh,D000184,upi,0
TX0097442,C000930,"₹1,538.34",13 Feb 2025 11:07,M00509,restaurant,Delhi,D000356,wallet,0
TX0091835,C000062,₹200.52,17 Jul 2025 17:53,M00606,grocery,Delhi,D000264,net_banking,0
TX0027924,C002201,"$2,721",2025-04-10 06:30:58,M00682,jewelry,Ahmedabad,D000038,credit_card,0
TX0048362,C001663,2494.89,06-17-2025 16:24:07,M00482,jewelry,Jaipur,D001508,wallet,1
TX0040521,C000858,₹447.27,03-21-2025 09:36:15,M00622,travel,Chandigarh,D000971,wallet,0
TX0006214,C000376,"₹1,705.70",24/01/25 20:19,M00720,online_retail,Pune,D001385,upi,0
TX0066901,C000421,$307,2025-04-05 16:38:04,M00649,grocery,Bengaluru,D000514,upi,0
TX0032957,C002059,₹225.02,14 Apr 2025 22:05,M00796,fuel,Delhi,D001110,net_banking,0
TX0028923,C002041,₹323.15,2025-04-06 22:30:40,M00277,healthcare,Chandigarh,D000811,net_banking,0
TX0004410,C001690,₹233.45,10/02/25 06:16,M00644,electronics,Kochi,D001158,upi,0
TX0024014,C000864,90.20,04-29-2025 18:19:05,M00669,grocery,Hyderabad,D001589,wallet,0
TX0051933,C001212,139.74,2025-02-08 18:38:12,M00108,online_retail,Kolkata,D000101,upi,0
TX0098157,C000781,692.85,2025-07-10 07:28:18,M00637,electronics,Ahmedabad,D001211,net_banking,0
TX0086597,C000714,$246,2025-04-15 22:50:01,M00701,healthcare,Ahmedabad,D000543,upi,0
TX0008115,C002397,₹497.15,20/02/25 07:03,M00199,grocery,Kochi,D000748,credit_card,0
TX0064219,C002492,$274,2025-01-13 15:55:07,M00200,electronics,Chennai,D000820,debit_card,0
TX0031043,C000548,₹964.89,03/07/25 21:58,M00133,electronics,Hyderabad,D001415,wallet,0
TX0055667,C000526,$117,2025-05-04 12:33:03,M00745,entertainment,Lucknow,D000010,net_banking,0
TX0039388,C000737,$284,2025-05-02 15:59:36,M00759,utilities,Kochi,D000550,credit_card,0
TX0014056,C001179,$467,03-02-2025 11:50:01,M00665,travel,Kolkata,D000432,credit_card,0
TX0026014,C000671,204.06,03-07-2025 14:07:10,M00819,travel,Pune,D001472,upi,0
TX0010579,C002166, 863.26 ,01 Feb 2025 21:44,M00553,entertainment,Lucknow,D001035,wallet,0
TX0075717,C000771,₹240.39,07-03-2025 09:03:00,M00048,electronics,Pune,D001625,upi,0
TX0025958,C001252,247.41,04-14-2025 21:06:45,M00639,grocery,Lucknow,D000420,debit_card,0
TX0059906,C002009,742.46,02-23-2025 10:41:26,M00076,travel,Delhi,D000556,debit_card,0
TX0047611,C001090, 223.62 ,2025-07-02 11:40:15,M00469,healthcare,Mumbai,D000663,net_banking,0
TX0098231,C001670,665.71,20/02/25 12:03,M00242,fuel,Bengaluru,D000038,net_banking,0
TX0034755,C000629,₹731.60,07/01/25 19:15,M00317,entertainment,Delhi,D001240,wallet,0
TX0008753,C002136,"₹1,702.11",2025-04-27 15:42:56,M00447,utilities,Jaipur,D000352,debit_card,0
TX0038166,C000367,"₹4,539.05",13 May 2025 19:09,M00569,electronics,Jaipur,D001658,wallet,0
TX0064374,C001069,182.09,19/01/25 22:16,M00475,healthcare,Hyderabad,D000270,net_banking,0
TX0056184,C001496,386.06,01-19-2025 20:30:16,M00766,fuel,Ahmedabad,D001332,credit_card,0
TX0051762,C001539,$389,2025-02-07 10:52:29,M00643,restaurant,Chandigarh,D000933,net_banking,0
TX0040718,C001338,₹148.58,24/05/25 21:18,M00804,entertainment,Kochi,D001465,net_banking,0
TX0014891,C000599, 2703.45 ,2025-04-24 23:13:20,M00294,restaurant,Ahmedabad,D000076,wallet,0
TX0010052,C000768,₹319.61,02-01-2025 10:03:39,M00039,online_retail,Delhi,D000424,wallet,0
TX0028509,C000764,₹185.04,21/03/25 21:20,M00551,travel,Chennai,D001533,wallet,0
TX0075007,C000438,₹419.78,2025-02-22 13:52:30,M00164,jewelry,Jaipur,D000452,net_banking,0
TX0068078,C001824,396.79,06-05-2025 07:11:17,M00020,restaurant,Delhi,D000574,debit_card,0
TX0072553,C000793,₹381.74,2025-05-04 08:45:26,M00528,electronics,Kochi,D000216,wallet,0
TX0044247,C000664,110.92,02-23-2025 10:36:26,M00395,electronics,Mumbai,D000586,debit_card,0
TX0084076,C000804,$742,2025-05-21 21:16:18,M00485,healthcare,Kolkata,D000954,debit_card,0
TX0086340,C001804, 239.79 ,2025-07-06 15:15:28,M00265,fuel,Bengaluru,D001474,credit_card,0
TX0084452,C000871,217.72,2025-06-29 16:26:32,M00536,restaurant,Bengaluru,D000342,debit_card,0
TX0088519,C001577,₹366.06,2025-05-06 09:49:18,M00575,restaurant,Hyderabad,D000229,upi,0
TX0028634,C001435,"$1,025",2025-03-06 18:29:18,M00684,online_retail,Chandigarh,D001213,wallet,0
TX0033075,,₹701.75,17/02/25 19:35,M00611,entertainment,Delhi,D000181,debit_card,0
TX0009109,C000907,₹444.12,06-30-2025 20:47:50,M00192,online_retail,Kochi,D001062,debit_card,0
TX0055223,,293.67,19 Jan 2025 09:41,M00570,travel,Bengaluru,D000692,upi,0
TX0023053,C000973,₹93.89,2025-07-27 06:24:07,M00606,grocery,Kochi,D000179,debit_card,0
TX0008393,C002241,130.82,13 Jun 2025 20:37,M00723,online_retail,Ahmedabad,D000051,upi,0
TX0003019,C000595,2277.90,06-19-2025 10:33:53,M00063,fuel,Chandigarh,D000325,credit_card,0
TX0082223,C002129,₹593.02,01-06-2025 14:51:48,M00151,healthcare,Delhi,D001201,upi,0
TX0076917,C001315,₹150.10,03-15-2025 14:04:10,M00154,jewelry,Bengaluru,D001124,credit_card,0
